Date,Revenue (in million $),Profit (in million $),Stock Price ($),Market Sentiment,Number of New Customers,Customer Retention Rate (%),Expenses (in million $)
2030,127.51,60.69,283.85,Positive,7044,71.02,196.5
2024,491.26,46.84,167.41,Negative,4420,86.93,59.49
2026,365.83,141.84,99.91,Neutral,6194,62.14,271.8
2027,483.06,125.16,215.4,Neutral,8798,74.05,274.37
2024,469.91,33.38,116.83,Negative,3981,78.65,128.74
2026,397.19,76.85,143.76,Positive,4713,86.27,178.78
2029,489.13,72.06,286.99,Neutral,1984,83.02,204.41
2031,485.13,97.77,246.15,Positive,9075,89.35,167.81
2025,180.83,134.54,277.92,Neutral,9958,77.52,162.14
2032,430.91,105.96,183.5,Neutral,3910,74.2,123.7
2028,378.69,141.23,91.36,Negative,1712,67.33,275.9
2025,227.54,130.6,99.18,Neutral,8713,85.52,123.65
2024,218.66,49.38,272.49,Positive,7854,86.32,75.97
2029,137.16,62.85,129.27,Neutral,4734,70.09,103.17
2029,315.13,92.74,136.88,Negative,6515,85.97,159.6
2027,428.4,52.06,253.87,Neutral,3562,62.9,294.48
2029,216.59,145.64,129.86,Negative,1469,79.71,239.28
2026,233.04,25.23,200.55,Positive,5142,69.75,179.08
2031,433.06,119.85,55.44,Neutral,7417,76.29,229.4
2032,356.42,63.25,96.16,Negative,9949,62.54,193.33
2023,136.42,45.15,121.23,Neutral,7173,66.11,57.78
2031,133.81,75.72,283.24,Negative,1125,61.06,197.49
2031,109.62,139.42,52.64,Negative,9501,85.5,138.5
2026,117.96,125.17,259.18,Positive,2156,84.64,184.94
2027,466.47,74.08,210.71,Positive,4005,80.3,216.94
2026,202.59,84.08,290.12,Negative,2572,80.49,290.57
2023,312.73,122.17,168.69,Positive,6404,75.0,207.82
2023,115.47,29.17,121.46,Negative,9763,73.68,59.7
2026,392.21,126.02,236.49,Negative,7353,87.06,212.74
2026,200.39,31.99,119.51,Negative,3594,63.6,237.71
2028,497.72,33.5,247.19,Negative,1134,69.74,152.52
2027,189.19,96.27,110.86,Negative,8908,88.56,190.82
2031,217.2,17.03,257.5,Neutral,3978,63.37,160.07
2027,221.71,14.21,59.07,Neutral,7165,77.13,126.66
2025,344.48,120.1,133.5,Neutral,1794,78.45,224.25
2029,127.86,69.77,59.89,Neutral,9861,78.82,88.17
2024,327.93,59.92,243.57,Negative,3400,88.89,147.68
2028,101.62,110.78,156.38,Positive,8826,82.85,258.12
2024,178.81,105.23,105.36,Negative,7277,88.01,126.5
2031,496.71,10.12,99.3,Positive,3886,68.87,79.41
2028,213.61,13.65,271.43,Neutral,4953,66.28,90.72
2025,483.02,62.83,204.55,Positive,8299,73.5,80.59
2023,348.82,21.25,223.66,Negative,3225,63.97,265.51
2032,195.54,46.79,110.13,Neutral,3030,85.24,92.58
2027,154.58,89.56,249.53,Negative,1193,62.73,195.72
2023,404.48,117.91,215.86,Negative,6845,72.13,244.03
2024,310.38,45.4,88.65,Neutral,4526,75.17,201.52
2025,379.45,78.81,271.36,Negative,7137,77.84,156.66
2029,302.75,112.58,99.52,Positive,7919,78.95,145.61
2023,434.45,79.87,213.12,Neutral,1828,65.32,123.09
2023,236.87,148.5,99.13,Negative,7785,67.43,152.17
2029,148.42,41.03,144.91,Positive,7731,68.0,114.93
2026,300.76,97.35,108.04,Neutral,1001,78.46,109.88
2024,453.27,88.55,202.29,Negative,7495,84.46,82.06
2023,273.33,86.63,65.52,Neutral,8445,83.87,50.29
2023,258.02,110.47,284.89,Negative,6120,81.76,174.66
2029,459.11,66.2,146.28,Negative,6818,78.4,57.44
2030,446.39,142.26,216.12,Positive,6479,70.57,172.73
2026,239.37,110.51,104.36,Negative,6125,82.48,94.46
2025,179.94,11.96,233.09,Negative,1836,66.43,221.84
2027,363.65,71.57,224.33,Positive,4822,79.25,95.24
2032,362.33,31.71,117.0,Neutral,5452,66.83,251.34
2023,117.12,114.16,171.54,Positive,8977,64.19,68.8
2024,164.72,14.22,233.16,Positive,1955,71.06,255.68
2026,372.68,47.61,253.8,Positive,8445,74.4,291.42
2029,402.05,40.94,175.25,Negative,5258,78.67,169.0
2023,194.06,115.51,266.34,Positive,6827,83.51,152.0
2028,156.54,71.19,77.66,Neutral,7091,81.12,238.34
2024,405.37,118.46,217.94,Positive,5994,86.49,152.54
2030,239.64,32.76,107.51,Positive,8787,87.6,182.6
2029,494.05,59.2,211.14,Neutral,5681,61.96,267.89
2030,248.48,13.16,86.91,Positive,7763,62.11,239.26
2029,498.35,93.98,58.3,Negative,2499,74.45,151.54
2025,398.88,144.01,171.65,Positive,3039,84.72,169.88
2029,191.89,25.02,84.91,Negative,4541,72.58,68.15
2029,162.68,85.71,74.72,Negative,9263,75.83,286.66
2027,125.96,64.34,86.44,Positive,2096,62.02,166.18
2030,251.06,144.58,131.41,Neutral,4214,66.16,75.7
2031,154.26,38.35,127.82,Neutral,8731,69.97,236.76
2025,456.89,108.0,87.17,Positive,3305,73.62,181.54
2031,135.45,64.11,71.43,Negative,4581,60.29,145.07
2023,341.88,77.12,283.59,Positive,8097,87.62,69.18
2029,337.55,91.5,181.99,Positive,8841,64.2,150.2
2027,318.08,103.76,285.31,Positive,8914,76.23,283.15
2024,257.34,107.96,62.01,Neutral,6947,76.65,230.56
2024,482.16,136.95,247.34,Positive,1954,67.05,208.48
2026,458.17,29.37,262.52,Positive,8208,67.39,200.45
2028,497.39,73.8,228.49,Positive,8548,66.21,133.84
2027,264.66,25.1,148.35,Negative,2228,87.64,112.92
2032,116.4,126.1,185.25,Positive,1975,78.51,188.37
2030,317.35,31.09,269.66,Positive,8304,83.43,281.8
2026,121.26,95.32,81.17,Neutral,3705,60.83,64.22
2030,487.58,89.74,108.79,Neutral,7356,81.98,203.78
2028,360.93,88.26,140.6,Neutral,2548,67.52,264.54
2032,163.54,119.54,226.97,Neutral,4651,63.49,259.6
2028,439.48,33.69,226.47,Positive,9209,83.55,111.28
2031,129.94,76.52,155.42,Positive,6402,71.04,233.63
2031,247.57,110.12,142.37,Neutral,3661,76.92,287.67
2024,113.17,95.11,287.27,Positive,8941,74.52,167.02
2029,353.64,132.36,236.58,Neutral,9796,73.86,209.9
2029,152.09,73.31,72.69,Neutral,5909,84.68,119.68
2027,483.32,129.65,69.62,Negative,1088,77.04,258.78
2023,329.11,148.41,68.36,Neutral,5433,65.98,276.87
2028,489.32,148.65,212.54,Positive,8379,86.35,87.93
2031,327.8,12.62,227.81,Negative,3543,77.05,220.61
2025,185.93,78.0,290.19,Positive,3122,67.58,137.77
2024,481.95,143.02,224.74,Positive,6339,63.7,64.94
2032,462.41,60.38,65.75,Neutral,6087,63.74,249.15
2027,285.83,31.3,178.9,Neutral,6254,88.28,135.49
2025,394.3,12.17,270.0,Neutral,8374,89.69,110.82
2025,314.54,50.47,137.83,Negative,6130,67.83,73.77
2031,417.12,71.02,82.98,Positive,6606,75.43,263.01
2023,316.57,96.02,170.04,Negative,6792,65.41,169.9
2029,303.64,109.25,192.34,Neutral,5785,80.06,261.28
2023,461.36,142.39,231.73,Positive,8163,71.09,234.64
2027,329.88,68.18,79.44,Positive,2850,81.75,203.0
2031,104.6,116.87,235.01,Negative,5003,77.86,92.66
2025,296.96,143.21,97.67,Neutral,7938,67.76,75.68
2025,345.97,42.34,188.95,Negative,5613,60.39,138.62
2031,131.19,89.43,157.27,Neutral,5690,67.08,121.2
2030,441.12,34.33,105.64,Neutral,9454,65.93,292.77
2030,463.85,13.51,162.06,Positive,7625,67.65,188.26
2032,352.45,27.25,172.83,Positive,5685,81.21,121.11
2028,451.7,32.75,66.1,Positive,2604,69.93,57.05
2023,350.93,128.82,107.47,Positive,5364,79.86,187.9
2029,145.87,110.0,104.44,Positive,9550,70.75,213.32
2030,397.31,73.88,57.15,Neutral,1421,66.1,188.92
2031,415.28,110.14,265.2,Neutral,1385,89.9,264.75
2030,201.05,76.02,138.48,Positive,4255,78.87,106.93
2032,345.41,74.86,72.52,Neutral,9024,72.2,186.93
2029,166.57,50.93,88.01,Negative,9722,61.86,70.41
2027,305.68,66.88,61.2,Positive,1472,63.09,51.95
2025,177.01,73.92,55.25,Negative,8332,83.44,240.54
2028,292.59,101.68,97.32,Neutral,3779,83.26,131.03
2031,241.69,107.2,285.32,Negative,2649,64.45,219.93
2028,257.22,98.67,273.47,Negative,3811,81.49,270.53
2028,289.86,140.36,148.71,Neutral,1788,63.61,79.78
2028,107.42,95.37,280.2,Neutral,8176,72.78,179.22
2030,121.98,141.73,190.19,Positive,6474,71.03,245.5
2029,359.12,18.57,172.35,Neutral,9841,84.59,145.17
2024,151.96,127.7,246.74,Positive,5887,73.99,291.11
2027,141.85,107.08,95.44,Negative,7309,82.71,272.35
2023,422.23,148.75,83.69,Neutral,7508,75.94,66.92
2026,453.97,115.73,130.81,Positive,1409,67.37,52.27
2023,243.59,85.47,249.19,Positive,9936,72.04,157.46
2027,222.01,15.02,87.22,Positive,3662,71.0,163.02
2029,315.81,35.62,159.68,Neutral,7103,62.43,214.26
2031,297.57,31.37,92.54,Negative,3500,81.26,58.23
2031,448.37,12.57,186.31,Positive,5444,81.77,223.01
2024,337.95,81.41,51.09,Negative,2656,87.98,133.64
2032,236.83,140.3,194.63,Neutral,7359,79.91,297.69
2025,314.69,13.37,113.41,Positive,7393,89.61,123.89
2031,290.39,47.78,228.81,Positive,8734,86.61,163.26
2032,331.44,104.55,206.21,Positive,6691,61.08,170.71
2029,380.43,113.18,215.56,Positive,6591,86.45,162.23
2027,437.82,104.36,262.31,Negative,3643,60.92,283.59
2027,423.86,125.25,227.18,Negative,7323,80.02,272.27
2030,265.41,72.0,70.57,Positive,2186,66.6,280.18
2027,394.84,121.16,139.14,Positive,4264,84.92,284.62
2026,386.54,136.11,82.19,Positive,4748,88.39,171.03
2023,231.28,75.49,220.43,Neutral,6491,72.59,277.9
2023,195.91,62.14,77.76,Positive,1247,71.63,261.27
2026,318.82,84.6,58.88,Positive,2368,69.42,173.12
2030,332.08,29.29,60.43,Neutral,2811,69.67,176.45
2023,267.1,32.32,176.52,Negative,9914,86.68,278.4
2024,138.15,69.35,278.79,Neutral,7686,84.47,267.98
2028,356.0,10.12,294.98,Negative,7819,80.6,298.74
2026,424.25,92.02,247.01,Negative,3542,67.13,158.95
2030,399.51,132.4,270.72,Neutral,4365,62.85,133.8
2028,390.7,52.66,63.24,Positive,7440,81.64,131.74
2024,155.0,12.47,161.42,Positive,4094,69.16,98.99
2027,272.87,109.94,53.28,Neutral,4084,83.4,217.71
2029,413.29,105.51,159.92,Positive,3019,71.33,197.46
2026,377.42,139.46,94.68,Neutral,2237,72.89,254.53
2031,250.91,102.43,132.48,Neutral,2845,61.78,150.42
2027,126.28,115.79,91.07,Negative,8076,71.04,217.65
2023,392.27,146.31,167.39,Positive,4468,64.15,292.64
2032,456.26,97.16,297.55,Positive,1106,61.33,130.15
2031,245.24,37.2,141.27,Positive,2790,65.52,63.48
2030,375.44,55.66,203.4,Neutral,3555,70.36,86.42
2025,368.53,126.44,263.16,Negative,7732,82.02,243.5
2029,239.84,41.41,248.94,Neutral,7811,69.57,76.18
2026,166.55,30.68,128.73,Positive,7214,83.31,281.62
2024,363.88,23.79,190.16,Negative,7842,66.35,93.05
2026,389.14,125.96,119.32,Negative,1907,72.9,229.85
2032,263.37,52.22,70.06,Positive,4365,67.06,190.31
2030,305.7,22.55,210.68,Positive,2020,75.37,243.22
2025,374.02,104.01,87.26,Negative,4181,82.19,287.66
2026,205.64,22.28,168.89,Neutral,6708,84.62,194.28
2026,116.04,87.48,83.2,Negative,1500,87.11,70.46
2023,483.04,30.69,236.39,Neutral,6781,75.95,138.15
2032,267.88,101.64,176.02,Neutral,3948,74.38,121.84
2029,279.25,55.44,77.32,Positive,9947,79.51,239.65
2032,419.01,57.45,114.03,Positive,4726,77.94,92.95
2026,225.51,102.1,142.13,Negative,2317,72.96,147.1
2029,183.23,63.79,186.0,Positive,5311,74.05,252.53
2031,302.06,129.62,237.77,Positive,5501,67.99,116.91
2032,123.71,57.25,165.0,Negative,8362,88.42,75.1
2031,151.23,11.7,207.56,Positive,8816,78.26,59.92
2027,476.68,54.8,133.49,Positive,5695,77.36,208.93
2026,289.45,52.82,282.83,Negative,3694,61.75,104.5
2028,363.62,89.17,52.61,Neutral,9095,83.29,118.94
2029,392.89,33.12,289.17,Neutral,2903,71.26,138.29
2032,327.65,62.44,213.53,Negative,8248,77.68,63.84
2026,359.64,53.01,142.99,Negative,9303,85.71,198.11
2031,493.54,131.3,277.39,Neutral,8285,65.12,102.73
2031,328.5,21.92,199.35,Negative,6247,71.82,199.63
